1,29380
2,13564
3,0
4,1
5,15559
6,19746
7,22020
8,20897
9,5984
10,30567
11,12403
12,11597
13,23
14,14427
15,0
16,55
17,15165
18,0
19,0
20,740
21,6
22,0
23,3
24,0
25,0
26,0
27,0
28,156
29,0
30,0
31,0
32,11
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
